Date,SP500,VIX,ret,garch_vol_daily,garch_vol_ann,gap
2012-01-03,1277.06005859375,22.97,1.535548367017725,0.6378212333182911,10.125098185660217,12.844901814339782
2012-01-04,1277.300048828125,22.22,0.018790634443721643,0.8475512826693536,13.454459503901507,8.765540496098492
2012-01-05,1281.06005859375,21.48,0.29393926694947226,0.7821270526779253,12.41588205025023,9.06411794974977
2012-01-06,1277.81005859375,20.63,-0.25401850025392747,0.7311156979158511,11.606101897804598,9.023898102195401
2012-01-09,1280.699951171875,21.07,0.22590443626082646,0.6958631338076834,11.046484791559159,10.023515208440841
2012-01-10,1292.0799560546875,20.69,0.8846523613060597,0.6554446722566967,10.404861605720738,10.285138394279263
2012-01-11,1292.47998046875,21.05,0.030954934463256478,0.7007214400014413,11.123608011449289,9.926391988550712
2012-01-12,1295.5,20.47,0.23338827385686045,0.6570738504810715,10.430724008259322,10.039275991740677
2012-01-13,1289.0899658203125,20.91,-0.4960204447868932,0.6232872479555506,9.894378320689432,11.015621679310568
2012-01-17,1293.6700439453125,22.2,0.35466577681741995,0.6366579729171313,10.10663199927135,12.093368000728649
2012-01-18,1308.0400390625,20.89,1.1046689130221665,0.6134334333713236,9.737953863558197,11.152046136441804
2012-01-19,1314.5,19.87,0.49265017172448466,0.7183321262439583,11.403168988738607,8.466831011261394
2012-01-20,1315.3800048828125,18.28,0.06692357932855941,0.6925788612623375,10.994348581202704,7.285651418797297
2012-01-23,1316.0,18.67,0.047123192204079345,0.6499368487183795,10.317427617635047,8.352572382364954
2012-01-24,1314.6500244140625,18.91,-0.10263438252238188,0.614242614956397,9.750799222995779,9.159200777004221
2012-01-25,1326.06005859375,18.31,0.8641694717195669,0.5890056483851096,9.350174798636118,8.95982520136388
2012-01-26,1318.4300537109375,18.57,-0.577050828798864,0.6482306871592549,10.290343142543396,8.279656857456605
2012-01-27,1316.3299560546875,18.53,-0.15941475452905252,0.668598362367632,10.613669962858804,7.916330037141197
2012-01-30,1313.010009765625,19.4,-0.25253090863452954,0.6372076501119576,10.115357854224593,9.284642145775406
2012-01-31,1312.4100341796875,19.44,-0.04570511280785894,0.6184295265493309,9.817264384013678,9.622735615986324
2012-02-01,1324.0899658203125,18.55,0.8860237474266341,0.590006822890347,9.366067951195136,9.183932048804865
2012-02-02,1325.5400390625,17.98,0.1094547830667203,0.6534026387367932,10.372445328545602,7.607554671454398
